mechanism_name,strategy_name,first_strategy_name,second_strategy_name,domain_name,year,n_outcomes,opposition,time_limit,n_rounds,f0,f1,reserved0,reserved1,reserved,resrank0,resrank1,resrank,strategy_params,second_strategy_params,perm_indx,max_pareto_welfare,utility_ranges,rank_ranges,ordinal_opposition,time,run_time,failed,succeeded,noffers0,noffers1,noffers,nreceived0,nreceived1,nreceived,nseen,pareto_dist,nash_dist,kalai_dist,modified_kalai_dist,max_welfare,ordinal_pareto_dist,ordinal_nash_dist,ordinal_kalai_dist,ordinal_modified_kalai_dist,ordinal_max_welfare,pareto_optimality,nash_optimality,kalai_optimality,modified_kalai_optimality,max_welfare_optimality,ordinal_pareto_optimality,ordinal_nash_optimality,ordinal_kalai_optimality,ordinal_modified_kalai_optimality,ordinal_max_welfare_optimality,steps,full_time,agreement_utils,agreement_ranks,welfare,welfare_rank,agreement,run_id,failed_after_init,trial
AOt,IAMhaggler-Nozomi,IAMhaggler,Nozomi,Travel,2010,188160,0.27286538,180.0,,-1.0,-1.0,-0.11061716,-0.1086063,"(-0.11061716193909855, -0.10860630386153043)",-0.11061716,-0.1086063,"[-0.11061716193909855, -0.10860630386153043]",,,0,1.6223549,"[[0.0, 1.0], [0.0, 1.0]]","[[5.314625850340136e-06, 1.0], [1.0629251700680271e-05, 1.0]]",0.029469283,1832.0391,1831.8525,False,False,5,5,"[5, 5]",5,5,"[5, 5]",10,1.1337774,1.3003566,1.3003566,1.3003566,-0.21922347,1.0668017,1.3891155,1.3891155,1.3891155,0.0,0.19829834,0.08050903,0.08050903,0.08050903,0.0,0.24565129,0.017739192,0.017739192,0.017739192,0.0,92.0,184.39966,"(-0.11061716193909855, -0.10860630386153043)","(0.0, 0.0)",-0.21922347,0.0,,1929736354984023962,False,0
AOt,Yushu-Nozomi,Yushu,Nozomi,Travel,2010,188160,0.27286538,180.0,,-1.0,-1.0,-0.11061716,-0.1086063,"(-0.11061716193909855, -0.10860630386153043)",-0.11061716,-0.1086063,"[-0.11061716193909855, -0.10860630386153043]",,,0,1.6223549,"[[0.0, 1.0], [0.0, 1.0]]","[[5.314625850340136e-06, 1.0], [1.0629251700680271e-05, 1.0]]",0.029469283,1821.2358,1821.0537,False,True,322,64,"[322, 64]",64,322,"[64, 322]",385,0.18407433,0.3098111,0.3098111,0.3098111,1.2106086,0.11158991,0.17584097,0.17584097,0.17584097,1.7355176,0.8698398,0.78093046,0.78093046,0.78093046,0.7462045,0.9210934,0.87566066,0.87566066,0.87566066,0.88349086,530.0,183.00104,"(0.5553737314967278, 0.6552348232764322)","(0.829953231292517, 0.9055644132653061)",1.2106086,1.7355176,"('Security (personal)', 'Nightlife and entertainment', 'International cuisine', 'Streets', 'Cinema', 'Bike tours', 'Square')",3456123338469905262,False,0
AOr,Nozomi-IAMhaggler,Nozomi,IAMhaggler,Travel,2010,188160,0.27286538,,188161,-1.0,-1.0,-0.11061716,-0.1086063,"(-0.11061716193909855, -0.10860630386153043)",-0.11061716,-0.1086063,"[-0.11061716193909855, -0.10860630386153043]",,,0,1.6223549,"[[0.0, 1.0], [0.0, 1.0]]","[[5.314625850340136e-06, 1.0], [1.0629251700680271e-05, 1.0]]",0.029469283,184.00017,183.98232,False,False,2,1,"[2, 1]",1,2,"[1, 2]",3,1.1337774,1.3003566,1.3003566,1.3003566,-0.21922347,1.0668017,1.3891155,1.3891155,1.3891155,0.0,0.19829834,0.08050903,0.08050903,0.08050903,0.0,0.24565129,0.017739192,0.017739192,0.017739192,0.0,85.0,186.08391,"(-0.11061716193909855, -0.10860630386153043)","(0.0, 0.0)",-0.21922347,0.0,,1801615901012770482,False,0
TAU0,AgentK-Nozomi,AgentK,Nozomi,Travel,2010,188160,0.27286538,,188161,-1.0,-1.0,-0.11061716,-0.1086063,"(-0.11061716193909855, -0.10860630386153043)",-0.11061716,-0.1086063,"[-0.11061716193909855, -0.10860630386153043]",,,0,1.6223549,"[[0.0, 1.0], [0.0, 1.0]]","[[5.314625850340136e-06, 1.0], [1.0629251700680271e-05, 1.0]]",0.029469283,18.757025,18.738337,False,True,5389,5389,"[5389, 5389]",5389,5389,"[5389, 5389]",10777,0.0,0.0,0.0,0.0,1.6187286,0.0,0.0,0.0,0.0,1.9643867,1.0,1.0,1.0,1.0,0.9977648,1.0,1.0,1.0,1.0,1.0,5389.0,19.725695,"(0.8391266315785179, 0.7796020142559059)","(0.993016581632653, 0.9713701105442177)",1.6187286,1.9643867,"('Hospitality', 'Nightlife and entertainment', 'International cuisine', 'Markets', 'Cinema', 'Bike tours', 'Monuments')",-5581306719146522216,False,0
TAU0,AgentK-Yushu,AgentK,Yushu,EnglandZimbabwe,2010,576,0.2681894,,577,-1.0,-1.0,-0.1221267,-0.10074251,"(-0.12212669484521901, -0.10074251354260369)",-0.1221267,-0.10074251,"[-0.12212669484521901, -0.10074251354260369]",,,0,1.6402689,"[[0.0, 1.0], [0.0, 1.0000000000000002]]","[[0.001736111111111111, 1.0], [0.001736111111111111, 1.0]]",0.09823996,0.11757685,0.099913314,False,True,42,42,"[42, 42]",42,42,"[42, 42]",83,0.0,0.08402001,0.000860304,0.000860304,1.6059331,0.0,0.060265817,0.0,0.0,1.8611112,1.0,0.9405889,0.9993917,0.9993917,0.9790669,1.0,0.9573115,1.0,1.0,0.9972093,42.0,0.12075821,"(0.8061829794061371, 0.7997501037848405)","(0.9288194444444444, 0.9322916666666666)",1.6059331,1.8611112,"('$50 Billion', 'Reduction equal to fund size', 'Zimbabwe will increase tariffs on imports', 'England will increase imports', 'Creation of committee to discuss creation of fund')",6058934394967556605,False,0
AOr,Yushu,Yushu,Yushu,Travel,2010,188160,0.27286538,,188161,-1.0,-1.0,-0.11061716,-0.1086063,"(-0.11061716193909855, -0.10860630386153043)",-0.11061716,-0.1086063,"[-0.11061716193909855, -0.10860630386153043]",,,0,1.6223549,"[[0.0, 1.0], [0.0, 1.0]]","[[5.314625850340136e-06, 1.0], [1.0629251700680271e-05, 1.0]]",0.029469283,183.12828,183.1102,False,False,1,2,"[1, 2]",2,1,"[2, 1]",3,1.1337774,1.3003566,1.3003566,1.3003566,-0.21922347,1.0668017,1.3891155,1.3891155,1.3891155,0.0,0.19829834,0.08050903,0.08050903,0.08050903,0.0,0.24565129,0.017739192,0.017739192,0.017739192,0.0,272.0,184.05244,"(-0.11061716193909855, -0.10860630386153043)","(0.0, 0.0)",-0.21922347,0.0,,-1061711353200148179,False,0
AOt,IAMhaggler-AgentK,IAMhaggler,AgentK,EnglandZimbabwe,2010,576,0.2681894,180.0,,-1.0,-1.0,-0.1221267,-0.10074251,"(-0.12212669484521901, -0.10074251354260369)",-0.1221267,-0.10074251,"[-0.12212669484521901, -0.10074251354260369]",,,0,1.6402689,"[[0.0, 1.0], [0.0, 1.0000000000000002]]","[[0.001736111111111111, 1.0], [0.001736111111111111, 1.0]]",0.09823996,1797.6079,1797.4283,False,True,6,55,"[6, 55]",55,6,"[55, 6]",61,0.0,0.07172991,0.15047194,0.15047194,1.6141111,0.0,0.087652124,0.13908407,0.13908407,1.7916666,1.0,0.9492793,0.8936003,0.8936003,0.98405266,1.0,0.9379128,0.9014817,0.9014817,0.96,46985.0,180.15106,"(0.916153937915194, 0.6979570959807624)","(0.9861111111111112, 0.8055555555555556)",1.6141111,1.7916666,"('$10 billion', 'Reduction equal to fund size', 'No agreement', 'England will increase imports', 'Creation of committee to discuss creation of fund')",-1287398605988260653,False,0
TAU0,Yushu-IAMhaggler,Yushu,IAMhaggler,ItexvsCypress,2010,180,0.39556846,,181,-1.0,-1.0,-0.035556324,-0.038648717,"(-0.035556325341615694, -0.03864871609160702)",-0.035556324,-0.038648717,"[-0.035556325341615694, -0.03864871609160702]",,,0,1.4486197,"[[0.0, 1.0], [0.0, 0.9999999999999999]]","[[0.005555555555555556, 1.0], [0.005555555555555556, 1.0]]",0.20964402,0.07532534,0.0585671,False,True,33,33,"[33, 33]",33,33,"[33, 33]",65,0.0,0.0,0.0,0.0,1.4486197,0.0,0.0,0.0,0.0,1.7111111,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,0.07814728,"(0.771555357672274, 0.6770643082030197)","(0.8222222222222222, 0.8888888888888888)",1.4486197,1.7111111,"('$3.47', '45 days', '30 days after delivery', '5% spoilage allowed')",5960489998396325967,False,0
AOt,Nozomi-Yushu,Nozomi,Yushu,Travel,2010,188160,0.27286538,180.0,,-1.0,-1.0,-0.11061716,-0.1086063,"(-0.11061716193909855, -0.10860630386153043)",-0.11061716,-0.1086063,"[-0.11061716193909855, -0.10860630386153043]",,,0,1.6223549,"[[0.0, 1.0], [0.0, 1.0]]","[[5.314625850340136e-06, 1.0], [1.0629251700680271e-05, 1.0]]",0.029469283,1728.4751,1728.2953,False,True,35,195,"[35, 195]",195,35,"[195, 35]",230,0.03923138,0.16663,0.16663,0.16663,1.4452598,0.0154598085,0.060369156,0.060369156,0.060369156,1.9010895,0.9722592,0.8821748,0.8821748,0.8821748,0.8908407,0.98906815,0.9573122,0.9573122,0.9573122,0.9677776,430.0,173.71426,"(0.6726431113287829, 0.7726166929810334)","(0.9327221513605443, 0.9683673469387755)",1.4452598,1.9010895,"('Hospitality', 'Nightlife and entertainment', 'International cuisine', 'Small boutiques', 'Cinema', 'Hiking', 'Square')",5505139732380016577,False,0
AOt,AgentK-Nozomi,AgentK,Nozomi,ItexvsCypress,2010,180,0.39556846,180.0,,-1.0,-1.0,-0.035556324,-0.038648717,"(-0.035556325341615694, -0.03864871609160702)",-0.035556324,-0.038648717,"[-0.035556325341615694, -0.03864871609160702]",,,0,1.4486197,"[[0.0, 1.0], [0.0, 0.9999999999999999]]","[[0.005555555555555556, 1.0], [0.005555555555555556, 1.0]]",0.20964402,1271.7834,1271.6038,False,True,31,8,"[31, 8]",8,31,"[8, 31]",39,0.0,0.0,0.0,0.0,1.4486197,0.0,0.0,0.0,0.0,1.7111111,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55251.0,127.3992,"(0.771555357672274, 0.6770643082030197)","(0.8222222222222222, 0.8888888888888888)",1.4486197,1.7111111,"('$3.47', '45 days', '30 days after delivery', '5% spoilage allowed')",410905245373414305,False,0
AOr,AgentK-IAMhaggler,AgentK,IAMhaggler,EnglandZimbabwe,2010,576,0.2681894,,577,-1.0,-1.0,-0.1221267,-0.10074251,"(-0.12212669484521901, -0.10074251354260369)",-0.1221267,-0.10074251,"[-0.12212669484521901, -0.10074251354260369]",,,0,1.6402689,"[[0.0, 1.0], [0.0, 1.0000000000000002]]","[[0.001736111111111111, 1.0], [0.001736111111111111, 1.0]]",0.09823996,5.4562287,5.4360805,False,True,80,7,"[80, 7]",7,80,"[7, 80]",87,0.0,0.29137293,0.20690237,0.20690237,1.5224789,0.0,0.29152712,0.23709202,0.23709202,1.6840278,1.0,0.7939682,0.85369796,0.85369796,0.92818856,1.0,0.79350066,0.8320591,0.8320591,0.9023256,566.0,5.463262,"(0.6238977291327548, 0.8985811575556268)","(0.6979166666666666, 0.9861111111111112)",1.5224789,1.6840278,"('$100 Billion', 'Reduction equal to fund size', 'Zimbabwe will increase tariffs on imports', 'England will increase imports', 'Creation of fund')",-4993231041396464795,False,0
AOr,IAMhaggler-Nozomi,IAMhaggler,Nozomi,EnglandZimbabwe,2010,576,0.2681894,,577,-1.0,-1.0,-0.1221267,-0.10074251,"(-0.12212669484521901, -0.10074251354260369)",-0.1221267,-0.10074251,"[-0.12212669484521901, -0.10074251354260369]",,,0,1.6402689,"[[0.0, 1.0], [0.0, 1.0000000000000002]]","[[0.001736111111111111, 1.0], [0.001736111111111111, 1.0]]",0.09823996,4.841142,4.823622,False,False,10,3,"[10, 3]",3,10,"[3, 10]",13,1.2116995,1.3212354,1.2938712,1.2938712,-0.2228692,1.0155582,1.3209479,1.3160065,1.3160065,0.0,0.14319906,0.065745495,0.085094966,0.085094966,0.0,0.28064302,0.064324394,0.06782447,0.06782447,0.0,577.0,4.8488407,"(-0.12212669484521901, -0.10074251354260369)","(0.0, 0.0)",-0.2228692,0.0,,4259700741853902707,False,0
AOt,Nozomi,Nozomi,Nozomi,ItexvsCypress,2010,180,0.39556846,180.0,,-1.0,-1.0,-0.035556324,-0.038648717,"(-0.035556325341615694, -0.03864871609160702)",-0.035556324,-0.038648717,"[-0.035556325341615694, -0.03864871609160702]",,,0,1.4486197,"[[0.0, 1.0], [0.0, 0.9999999999999999]]","[[0.005555555555555556, 1.0], [0.005555555555555556, 1.0]]",0.20964402,1706.5111,1706.3444,False,True,10,6,"[10, 6]",6,10,"[6, 10]",16,0.08433286,0.08433286,0.08433286,0.08433286,1.3302544,0.11811273,0.11811273,0.11811273,0.11811273,1.5444444,0.94036764,0.94036764,0.94036764,0.94036764,0.91829103,0.9160151,0.9160151,0.9160151,0.9160151,0.9025974,85371.0,171.1937,"(0.7196825356857113, 0.6105718850794317)","(0.7333333333333333, 0.8111111111111111)",1.3302544,1.5444444,"('$3.71', '20 days', '30 days after delivery', '5% spoilage allowed')",1501821004951923599,False,0
AOt,IAMhaggler-Yushu,IAMhaggler,Yushu,Travel,2010,188160,0.27286538,180.0,,-1.0,-1.0,-0.11061716,-0.1086063,"(-0.11061716193909855, -0.10860630386153043)",-0.11061716,-0.1086063,"[-0.11061716193909855, -0.10860630386153043]",,,0,1.6223549,"[[0.0, 1.0], [0.0, 1.0]]","[[5.314625850340136e-06, 1.0], [1.0629251700680271e-05, 1.0]]",0.029469283,1763.5676,1763.3737,False,True,4,56,"[4, 56]",56,4,"[56, 4]",59,0.0,0.198502,0.198502,0.198502,1.6172073,0.0,0.08177453,0.08177453,0.08177453,1.8898597,1.0,0.8596379,0.8596379,0.8596379,0.99682707,1.0,0.9421762,0.9421762,0.9421762,0.9620609,71.0,177.34712,"(0.9787259747619539, 0.63848125500314)","(0.999968112244898, 0.889891581632653)",1.6172073,1.8898597,"('Hospitality', 'Nightlife and entertainment', 'Local cuisine', 'Small boutiques', 'Cinema', 'Bike tours', 'Monuments')",26162370817637315,False,0
TAU0,AgentK-IAMhaggler,AgentK,IAMhaggler,EnglandZimbabwe,2010,576,0.2681894,,577,-1.0,-1.0,-0.1221267,-0.10074251,"(-0.12212669484521901, -0.10074251354260369)",-0.1221267,-0.10074251,"[-0.12212669484521901, -0.10074251354260369]",,,0,1.6402689,"[[0.0, 1.0], [0.0, 1.0000000000000002]]","[[0.001736111111111111, 1.0], [0.001736111111111111, 1.0]]",0.09823996,0.09945434,0.08294517,False,True,42,42,"[42, 42]",42,42,"[42, 42]",83,0.0,0.08402001,0.000860304,0.000860304,1.6059331,0.0,0.060265817,0.0,0.0,1.8611112,1.0,0.9405889,0.9993917,0.9993917,0.9790669,1.0,0.9573115,1.0,1.0,0.9972093,42.0,0.105084546,"(0.8061829794061371, 0.7997501037848405)","(0.9288194444444444, 0.9322916666666666)",1.6059331,1.8611112,"('$50 Billion', 'Reduction equal to fund size', 'Zimbabwe will increase tariffs on imports', 'England will increase imports', 'Creation of committee to discuss creation of fund')",3933781004049007880,False,0
TAU0,Nozomi-Yushu,Nozomi,Yushu,ItexvsCypress,2010,180,0.39556846,,181,-1.0,-1.0,-0.035556324,-0.038648717,"(-0.035556325341615694, -0.03864871609160702)",-0.035556324,-0.038648717,"[-0.035556325341615694, -0.03864871609160702]",,,0,1.4486197,"[[0.0, 1.0], [0.0, 0.9999999999999999]]","[[0.005555555555555556, 1.0], [0.005555555555555556, 1.0]]",0.20964402,0.08439092,0.06641844,False,True,33,33,"[33, 33]",33,33,"[33, 33]",65,0.0,0.0,0.0,0.0,1.4486197,0.0,0.0,0.0,0.0,1.7111111,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,0.08623881,"(0.771555357672274, 0.6770643082030197)","(0.8222222222222222, 0.8888888888888888)",1.4486197,1.7111111,"('$3.47', '45 days', '30 days after delivery', '5% spoilage allowed')",-4246494515360474009,False,0
TAU0,IAMhaggler,IAMhaggler,IAMhaggler,EnglandZimbabwe,2010,576,0.2681894,,577,-1.0,-1.0,-0.1221267,-0.10074251,"(-0.12212669484521901, -0.10074251354260369)",-0.1221267,-0.10074251,"[-0.12212669484521901, -0.10074251354260369]",,,0,1.6402689,"[[0.0, 1.0], [0.0, 1.0000000000000002]]","[[0.001736111111111111, 1.0], [0.001736111111111111, 1.0]]",0.09823996,0.1401428,0.12109076,False,True,42,42,"[42, 42]",42,42,"[42, 42]",83,0.0,0.08402001,0.000860304,0.000860304,1.6059331,0.0,0.060265817,0.0,0.0,1.8611112,1.0,0.9405889,0.9993917,0.9993917,0.9790669,1.0,0.9573115,1.0,1.0,0.9972093,42.0,0.14538233,"(0.8061829794061371, 0.7997501037848405)","(0.9288194444444444, 0.9322916666666666)",1.6059331,1.8611112,"('$50 Billion', 'Reduction equal to fund size', 'Zimbabwe will increase tariffs on imports', 'England will increase imports', 'Creation of committee to discuss creation of fund')",5479874608277172193,False,0
AOr,Yushu-Nozomi,Yushu,Nozomi,ItexvsCypress,2010,180,0.39556846,,181,-1.0,-1.0,-0.035556324,-0.038648717,"(-0.035556325341615694, -0.03864871609160702)",-0.035556324,-0.038648717,"[-0.035556325341615694, -0.03864871609160702]",,,0,1.4486197,"[[0.0, 1.0], [0.0, 0.9999999999999999]]","[[0.005555555555555556, 1.0], [0.005555555555555556, 1.0]]",0.20964402,4.297423,4.279889,False,True,28,7,"[28, 7]",7,28,"[7, 28]",35,0.10168832,0.113195814,0.113195814,0.113195814,1.2925379,0.14582671,0.14582671,0.14582671,0.14582671,1.5055555,0.9280955,0.9199585,0.9199585,0.9199585,0.8922549,0.8963089,0.8963089,0.8963089,0.8963089,0.8798701,156.0,4.3007584,"(0.7112985556545197, 0.5812394166032727)","(0.7277777777777777, 0.7777777777777778)",1.2925379,1.5055555,"('$3.71', '45 days', 'Upon delivery', '5% spoilage allowed')",-7100717447893944610,False,0
AOr,IAMhaggler-Yushu,IAMhaggler,Yushu,EnglandZimbabwe,2010,576,0.2681894,,577,-1.0,-1.0,-0.1221267,-0.10074251,"(-0.12212669484521901, -0.10074251354260369)",-0.1221267,-0.10074251,"[-0.12212669484521901, -0.10074251354260369]",,,0,1.6402689,"[[0.0, 1.0], [0.0, 1.0000000000000002]]","[[0.001736111111111111, 1.0], [0.001736111111111111, 1.0]]",0.09823996,5.5126996,5.492875,False,True,10,49,"[10, 49]",49,10,"[49, 10]",58,0.0,0.084472306,0.0,0.0,1.606743,0.0,0.06271664,0.002455232,0.002455232,1.8611112,1.0,0.94026905,1.0,1.0,0.9795607,1.0,0.9555755,0.99826086,0.99826086,0.9972093,572.0,5.5179996,"(0.8061339805983604, 0.8006090112931925)","(0.9270833333333334, 0.9340277777777778)",1.606743,1.8611112,"('$10 billion', 'Reduction equal to half of fund size', 'Zimbabwe will increase tariffs on imports', 'England will increase imports', 'Creation of committee to discuss creation of fund')",-2347155141383229117,False,0
AOt,Nozomi-IAMhaggler,Nozomi,IAMhaggler,EnglandZimbabwe,2010,576,0.2681894,180.0,,-1.0,-1.0,-0.1221267,-0.10074251,"(-0.12212669484521901, -0.10074251354260369)",-0.1221267,-0.10074251,"[-0.12212669484521901, -0.10074251354260369]",,,0,1.6402689,"[[0.0, 1.0], [0.0, 1.0000000000000002]]","[[0.001736111111111111, 1.0], [0.001736111111111111, 1.0]]",0.09823996,1817.1083,1816.928,False,True,8,6,"[8, 6]",6,8,"[6, 8]",14,0.0,0.16804002,0.08357412,0.08357412,1.5715972,0.0,0.13372564,0.07579472,0.07579472,1.8159722,1.0,0.8811778,0.94090414,0.94090414,0.9581339,1.0,0.90527725,0.94631183,0.94631183,0.97302324,50639.0,182.0554,"(0.7321384843322025, 0.8394587332542376)","(0.8576388888888888, 0.9583333333333334)",1.5715972,1.8159722,"('$100 Billion', 'Reduction equal to fund size', 'Zimbabwe will increase tariffs on imports', 'England will increase imports', 'Creation of committee to discuss creation of fund')",8787639595545696106,False,0
TAU0,Nozomi-IAMhaggler,Nozomi,IAMhaggler,ItexvsCypress,2010,180,0.39556846,,181,-1.0,-1.0,-0.035556324,-0.038648717,"(-0.035556325341615694, -0.03864871609160702)",-0.035556324,-0.038648717,"[-0.035556325341615694, -0.03864871609160702]",,,0,1.4486197,"[[0.0, 1.0], [0.0, 0.9999999999999999]]","[[0.005555555555555556, 1.0], [0.005555555555555556, 1.0]]",0.20964402,0.07691485,0.06113493,False,True,33,33,"[33, 33]",33,33,"[33, 33]",65,0.0,0.0,0.0,0.0,1.4486197,0.0,0.0,0.0,0.0,1.7111111,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.0,0.07896082,"(0.771555357672274, 0.6770643082030197)","(0.8222222222222222, 0.8888888888888888)",1.4486197,1.7111111,"('$3.47', '45 days', '30 days after delivery', '5% spoilage allowed')",7251115721156152717,False,0
AOt,Nozomi-AgentK,Nozomi,AgentK,ItexvsCypress,2010,180,0.39556846,180.0,,-1.0,-1.0,-0.035556324,-0.038648717,"(-0.035556325341615694, -0.03864871609160702)",-0.035556324,-0.038648717,"[-0.035556325341615694, -0.03864871609160702]",,,0,1.4486197,"[[0.0, 1.0], [0.0, 0.9999999999999999]]","[[0.005555555555555556, 1.0], [0.005555555555555556, 1.0]]",0.20964402,1380.0548,1379.8452,False,True,13,38,"[13, 38]",38,13,"[38, 13]",51,0.0,0.08370012,0.08370012,0.08370012,1.4136631,0.0,0.10786938,0.10786938,0.10786938,1.6833333,1.0,0.9408151,0.9408151,0.9408151,0.97586906,1.0,0.9232987,0.9232987,0.9232987,0.98376626,73601.0,138.58731,"(0.8106223383014776, 0.6030407900933192)","(0.8833333333333333, 0.8)",1.4136631,1.6833333,"('$3.47', '30 days', '30 days after delivery', '5% spoilage allowed')",-5849031790741877480,False,0
TAU0,Nozomi,Nozomi,Nozomi,EnglandZimbabwe,2010,576,0.2681894,,577,-1.0,-1.0,-0.1221267,-0.10074251,"(-0.12212669484521901, -0.10074251354260369)",-0.1221267,-0.10074251,"[-0.12212669484521901, -0.10074251354260369]",,,0,1.6402689,"[[0.0, 1.0], [0.0, 1.0000000000000002]]","[[0.001736111111111111, 1.0], [0.001736111111111111, 1.0]]",0.09823996,0.080373876,0.06359218,False,True,42,42,"[42, 42]",42,42,"[42, 42]",83,0.0,0.08402001,0.000860304,0.000860304,1.6059331,0.0,0.060265817,0.0,0.0,1.8611112,1.0,0.9405889,0.9993917,0.9993917,0.9790669,1.0,0.9573115,1.0,1.0,0.9972093,42.0,0.08497818,"(0.8061829794061371, 0.7997501037848405)","(0.9288194444444444, 0.9322916666666666)",1.6059331,1.8611112,"('$50 Billion', 'Reduction equal to fund size', 'Zimbabwe will increase tariffs on imports', 'England will increase imports', 'Creation of committee to discuss creation of fund')",-3328267581628435861,False,0
AOt,IAMhaggler-AgentK,IAMhaggler,AgentK,Travel,2010,188160,0.27286538,180.0,,-1.0,-1.0,-0.11061716,-0.1086063,"(-0.11061716193909855, -0.10860630386153043)",-0.11061716,-0.1086063,"[-0.11061716193909855, -0.10860630386153043]",,,0,1.6223549,"[[0.0, 1.0], [0.0, 1.0]]","[[5.314625850340136e-06, 1.0], [1.0629251700680271e-05, 1.0]]",0.029469283,1842.1116,1841.9146,False,False,4,67,"[4, 67]",67,4,"[67, 4]",71,1.1337774,1.3003566,1.3003566,1.3003566,-0.21922347,1.0668017,1.3891155,1.3891155,1.3891155,0.0,0.19829834,0.08050903,0.08050903,0.08050903,0.0,0.24565129,0.017739192,0.017739192,0.017739192,0.0,79.0,185.81091,"(-0.11061716193909855, -0.10860630386153043)","(0.0, 0.0)",-0.21922347,0.0,,790446777759561295,False,0
AOr,Yushu-Nozomi,Yushu,Nozomi,Travel,2010,188160,0.27286538,,188161,-1.0,-1.0,-0.11061716,-0.1086063,"(-0.11061716193909855, -0.10860630386153043)",-0.11061716,-0.1086063,"[-0.11061716193909855, -0.10860630386153043]",,,0,1.6223549,"[[0.0, 1.0], [0.0, 1.0]]","[[5.314625850340136e-06, 1.0], [1.0629251700680271e-05, 1.0]]",0.029469283,184.14195,184.12166,False,False,1,2,"[1, 2]",2,1,"[2, 1]",3,1.1337774,1.3003566,1.3003566,1.3003566,-0.21922347,1.0668017,1.3891155,1.3891155,1.3891155,0.0,0.19829834,0.08050903,0.08050903,0.08050903,0.0,0.24565129,0.017739192,0.017739192,0.017739192,0.0,540.0,185.39095,"(-0.11061716193909855, -0.10860630386153043)","(0.0, 0.0)",-0.21922347,0.0,,7713129282607240898,False,0
AOt,Nozomi,Nozomi,Nozomi,Travel,2010,188160,0.27286538,180.0,,-1.0,-1.0,-0.11061716,-0.1086063,"(-0.11061716193909855, -0.10860630386153043)",-0.11061716,-0.1086063,"[-0.11061716193909855, -0.10860630386153043]",,,0,1.6223549,"[[0.0, 1.0], [0.0, 1.0]]","[[5.314625850340136e-06, 1.0], [1.0629251700680271e-05, 1.0]]",0.029469283,1778.6582,1778.4755,False,True,6,8,"[6, 8]",8,6,"[8, 6]",14,0.0,0.15628825,0.15628825,0.15628825,1.4953396,0.0,0.05287125,0.05287125,0.05287125,1.9224596,1.0,0.8894875,0.8894875,0.8894875,0.92170936,1.0,0.96261406,0.96261406,0.96261406,0.9786564,84024.0,179.86496,"(0.6857435467606486, 0.8095961411410211)","(0.9410980017006803, 0.9813616071428571)",1.4953396,1.9224596,"('Hospitality', 'Nightlife and entertainment', 'International cuisine', 'Small boutiques', 'Cinema', 'Bike tours', 'Square')",4081909750326194280,False,0
AOt,AgentK-Nozomi,AgentK,Nozomi,EnglandZimbabwe,2010,576,0.2681894,180.0,,-1.0,-1.0,-0.1221267,-0.10074251,"(-0.12212669484521901, -0.10074251354260369)",-0.1221267,-0.10074251,"[-0.12212669484521901, -0.10074251354260369]",,,0,1.6402689,"[[0.0, 1.0], [0.0, 1.0000000000000002]]","[[0.001736111111111111, 1.0], [0.001736111111111111, 1.0]]",0.09823996,1416.2623,1416.0742,False,True,64,19,"[64, 19]",19,64,"[19, 64]",83,0.0,0.20735353,0.12288244,0.12288244,1.5568148,0.0,0.17780524,0.12078144,0.12078144,1.7847222,1.0,0.8533789,0.913109,0.913109,0.94912165,1.0,0.8740541,0.9144461,0.9144461,0.9562791,57299.0,142.03824,"(0.6979422242066893, 0.8588725280862297)","(0.8142361111111112, 0.9704861111111112)",1.5568148,1.7847222,"('$50 Billion', 'Reduction equal to fund size', 'Zimbabwe will increase tariffs on imports', 'England will increase imports', 'Creation of fund')",-7094635168242359479,False,0
TAU0,AgentK-Nozomi,AgentK,Nozomi,EnglandZimbabwe,2010,576,0.2681894,,577,-1.0,-1.0,-0.1221267,-0.10074251,"(-0.12212669484521901, -0.10074251354260369)",-0.1221267,-0.10074251,"[-0.12212669484521901, -0.10074251354260369]",,,0,1.6402689,"[[0.0, 1.0], [0.0, 1.0000000000000002]]","[[0.001736111111111111, 1.0], [0.001736111111111111, 1.0]]",0.09823996,0.10756826,0.08032235,False,True,42,42,"[42, 42]",42,42,"[42, 42]",83,0.0,0.08402001,0.000860304,0.000860304,1.6059331,0.0,0.060265817,0.0,0.0,1.8611112,1.0,0.9405889,0.9993917,0.9993917,0.9790669,1.0,0.9573115,1.0,1.0,0.9972093,42.0,0.11165492,"(0.8061829794061371, 0.7997501037848405)","(0.9288194444444444, 0.9322916666666666)",1.6059331,1.8611112,"('$50 Billion', 'Reduction equal to fund size', 'Zimbabwe will increase tariffs on imports', 'England will increase imports', 'Creation of committee to discuss creation of fund')",5605183102117645294,False,0
