mechanism_name,strategy_name,first_strategy_name,second_strategy_name,domain_name,year,n_outcomes,opposition,time_limit,n_rounds,f0,f1,reserved0,reserved1,reserved,resrank0,resrank1,resrank,strategy_params,second_strategy_params,perm_indx,max_pareto_welfare,utility_ranges,rank_ranges,ordinal_opposition,time,run_time,failed,succeeded,noffers0,noffers1,noffers,nreceived0,nreceived1,nreceived,nseen,pareto_dist,nash_dist,kalai_dist,modified_kalai_dist,max_welfare,ordinal_pareto_dist,ordinal_nash_dist,ordinal_kalai_dist,ordinal_modified_kalai_dist,ordinal_max_welfare,pareto_optimality,nash_optimality,kalai_optimality,modified_kalai_optimality,max_welfare_optimality,ordinal_pareto_optimality,ordinal_nash_optimality,ordinal_kalai_optimality,ordinal_modified_kalai_optimality,ordinal_max_welfare_optimality,steps,full_time,agreement_utils,agreement_ranks,welfare,welfare_rank,agreement,run_id,failed_after_init,trial
TAU0,AgentFSEGA,AgentFSEGA,AgentFSEGA,EnglandZimbabwe,2010,576,0.2681894,,577,-1.0,-1.0,-0.1221267,-0.10074251,"(-0.12212669484521901, -0.10074251354260369)",-0.1221267,-0.10074251,"[-0.12212669484521901, -0.10074251354260369]",,,0,1.6402689,"[[0.0, 1.0], [0.0, 1.0000000000000002]]","[[0.001736111111111111, 1.0], [0.001736111111111111, 1.0]]",0.09823996,5.468571,5.1788034,False,True,42,42,"[42, 42]",42,42,"[42, 42]",83,0.0,0.08402001,0.000860304,0.000860304,1.6059331,0.0,0.060265817,0.0,0.0,1.8611112,1.0,0.9405889,0.9993917,0.9993917,0.9790669,1.0,0.9573115,1.0,1.0,0.9972093,42.0,5.4773507,"(0.8061829794061371, 0.7997501037848405)","(0.9288194444444444, 0.9322916666666666)",1.6059331,1.8611112,"('$50 Billion', 'Reduction equal to fund size', 'Zimbabwe will increase tariffs on imports', 'England will increase imports', 'Creation of committee to discuss creation of fund')",0bd1685e-a2ae-4ef1-a79e-e3b1342e6f6c,False,0
TAU0,AgentFSEGA-IAMhaggler,AgentFSEGA,IAMhaggler,EnglandZimbabwe,2010,576,0.2681894,,577,-1.0,-1.0,-0.1221267,-0.10074251,"(-0.12212669484521901, -0.10074251354260369)",-0.1221267,-0.10074251,"[-0.12212669484521901, -0.10074251354260369]",,,0,1.6402689,"[[0.0, 1.0], [0.0, 1.0000000000000002]]","[[0.001736111111111111, 1.0], [0.001736111111111111, 1.0]]",0.09823996,4.0821757,3.689692,False,True,42,42,"[42, 42]",42,42,"[42, 42]",83,0.0,0.08402001,0.000860304,0.000860304,1.6059331,0.0,0.060265817,0.0,0.0,1.8611112,1.0,0.9405889,0.9993917,0.9993917,0.9790669,1.0,0.9573115,1.0,1.0,0.9972093,42.0,4.088415,"(0.8061829794061371, 0.7997501037848405)","(0.9288194444444444, 0.9322916666666666)",1.6059331,1.8611112,"('$50 Billion', 'Reduction equal to fund size', 'Zimbabwe will increase tariffs on imports', 'England will increase imports', 'Creation of committee to discuss creation of fund')",b2a6eba4-25da-4b4b-a13f-7f1fc47ee24a,False,0
TAU0,AgentFSEGA-AgentSmith,AgentFSEGA,AgentSmith,EnglandZimbabwe,2010,576,0.2681894,,577,-1.0,-1.0,-0.1221267,-0.10074251,"(-0.12212669484521901, -0.10074251354260369)",-0.1221267,-0.10074251,"[-0.12212669484521901, -0.10074251354260369]",,,0,1.6402689,"[[0.0, 1.0], [0.0, 1.0000000000000002]]","[[0.001736111111111111, 1.0], [0.001736111111111111, 1.0]]",0.09823996,5.030511,4.6927614,False,True,48,48,"[48, 48]",48,48,"[48, 48]",95,0.0,0.08402001,0.000860304,0.000860304,1.6059331,0.0,0.060265817,0.0,0.0,1.8611112,1.0,0.9405889,0.9993917,0.9993917,0.9790669,1.0,0.9573115,1.0,1.0,0.9972093,48.0,5.0378175,"(0.8061829794061371, 0.7997501037848405)","(0.9288194444444444, 0.9322916666666666)",1.6059331,1.8611112,"('$50 Billion', 'Reduction equal to fund size', 'Zimbabwe will increase tariffs on imports', 'England will increase imports', 'Creation of committee to discuss creation of fund')",1bc49cdb-e1e6-4d56-9d00-1abc414f81f8,False,0
AOt,Yushu-AgentSmith,Yushu,AgentSmith,ItexvsCypress,2010,180,0.39556846,180.0,,-1.0,-1.0,-0.035556324,-0.038648717,"(-0.035556325341615694, -0.03864871609160702)",-0.035556324,-0.038648717,"[-0.035556325341615694, -0.03864871609160702]",,,0,1.4486197,"[[0.0, 1.0], [0.0, 0.9999999999999999]]","[[0.005555555555555556, 1.0], [0.005555555555555556, 1.0]]",0.20964402,110.90714,110.8878,False,True,5,19,"[5, 19]",19,5,"[19, 5]",23,0.0,0.5638048,0.5638048,0.5638048,1.1247971,0.0,0.7966171,0.7966171,0.7966171,1.1055555,1.0,0.6013298,0.6013298,0.6013298,0.77646136,1.0,0.43355978,0.43355978,0.43355978,0.6461039,2485.0,110.927895,"(0.9739553462471976, 0.15084181368315636)","(0.9944444444444445, 0.1111111111111111)",1.1247971,1.1055555,"('$3.47', '30 days', 'Upon delivery', 'Full price')",b500c7ef-f2bd-417d-a9af-878f0891b2ef,False,0
AOr,AgentK-AgentFSEGA,AgentK,AgentFSEGA,EnglandZimbabwe,2010,576,0.2681894,,577,-1.0,-1.0,-0.1221267,-0.10074251,"(-0.12212669484521901, -0.10074251354260369)",-0.1221267,-0.10074251,"[-0.12212669484521901, -0.10074251354260369]",,,0,1.6402689,"[[0.0, 1.0], [0.0, 1.0000000000000002]]","[[0.001736111111111111, 1.0], [0.001736111111111111, 1.0]]",0.09823996,3.874769,3.858126,False,True,7,187,"[7, 187]",187,7,"[187, 7]",194,0.04747908,0.15808399,0.221716,0.221716,1.5149963,0.044262324,0.23460637,0.2798749,0.2798749,1.6423612,0.9664272,0.88821775,0.8432231,0.8432231,0.9236267,0.96864736,0.83381975,0.8017544,0.8017544,0.88,406.0,3.888136,"(0.9101759981220369, 0.6048202384687871)","(0.984375, 0.6579861111111112)",1.5149963,1.6423612,"('$10 billion', 'Reduction equal to fund size', 'Zimbabwe will increase tariffs on imports', 'No agreement', 'Creation of committee to discuss creation of fund')",dea1c144-0b76-4067-bf58-dfb219daf1be,False,0
TAU0,AgentK-AgentSmith,AgentK,AgentSmith,EnglandZimbabwe,2010,576,0.2681894,,577,-1.0,-1.0,-0.1221267,-0.10074251,"(-0.12212669484521901, -0.10074251354260369)",-0.1221267,-0.10074251,"[-0.12212669484521901, -0.10074251354260369]",,,0,1.6402689,"[[0.0, 1.0], [0.0, 1.0000000000000002]]","[[0.001736111111111111, 1.0], [0.001736111111111111, 1.0]]",0.09823996,1.7124528,1.5968976,False,True,48,48,"[48, 48]",48,48,"[48, 48]",95,0.0,0.08402001,0.000860304,0.000860304,1.6059331,0.0,0.060265817,0.0,0.0,1.8611112,1.0,0.9405889,0.9993917,0.9993917,0.9790669,1.0,0.9573115,1.0,1.0,0.9972093,48.0,1.717087,"(0.8061829794061371, 0.7997501037848405)","(0.9288194444444444, 0.9322916666666666)",1.6059331,1.8611112,"('$50 Billion', 'Reduction equal to fund size', 'Zimbabwe will increase tariffs on imports', 'England will increase imports', 'Creation of committee to discuss creation of fund')",70f6ff75-2f41-4117-a9fc-e40f32dbe579,False,0
TAU0,AgentK-AgentFSEGA,AgentK,AgentFSEGA,EnglandZimbabwe,2010,576,0.2681894,,577,-1.0,-1.0,-0.1221267,-0.10074251,"(-0.12212669484521901, -0.10074251354260369)",-0.1221267,-0.10074251,"[-0.12212669484521901, -0.10074251354260369]",,,0,1.6402689,"[[0.0, 1.0], [0.0, 1.0000000000000002]]","[[0.001736111111111111, 1.0], [0.001736111111111111, 1.0]]",0.09823996,2.9321992,2.7735255,False,True,42,42,"[42, 42]",42,42,"[42, 42]",83,0.0,0.08402001,0.000860304,0.000860304,1.6059331,0.0,0.060265817,0.0,0.0,1.8611112,1.0,0.9405889,0.9993917,0.9993917,0.9790669,1.0,0.9573115,1.0,1.0,0.9972093,42.0,2.9400232,"(0.8061829794061371, 0.7997501037848405)","(0.9288194444444444, 0.9322916666666666)",1.6059331,1.8611112,"('$50 Billion', 'Reduction equal to fund size', 'Zimbabwe will increase tariffs on imports', 'England will increase imports', 'Creation of committee to discuss creation of fund')",367d5f92-a337-4b1c-aacf-18bbb6fc8c09,False,0
AOr,AgentSmith,AgentSmith,AgentSmith,EnglandZimbabwe,2010,576,0.2681894,,577,-1.0,-1.0,-0.1221267,-0.10074251,"(-0.12212669484521901, -0.10074251354260369)",-0.1221267,-0.10074251,"[-0.12212669484521901, -0.10074251354260369]",,,0,1.6402689,"[[0.0, 1.0], [0.0, 1.0000000000000002]]","[[0.001736111111111111, 1.0], [0.001736111111111111, 1.0]]",0.09823996,1.9909135,1.8106253,False,True,42,41,"[42, 41]",41,42,"[41, 42]",82,0.0,0.084472306,0.0,0.0,1.606743,0.0,0.06271664,0.002455232,0.002455232,1.8611112,1.0,0.94026905,1.0,1.0,0.9795607,1.0,0.9555755,0.99826086,0.99826086,0.9972093,52.0,1.9936587,"(0.8061339805983604, 0.8006090112931925)","(0.9270833333333334, 0.9340277777777778)",1.606743,1.8611112,"('$10 billion', 'Reduction equal to half of fund size', 'Zimbabwe will increase tariffs on imports', 'England will increase imports', 'Creation of committee to discuss creation of fund')",8b225e37-6572-4c3f-b59d-929913d6c3fe,False,0
AOr,AgentSmith-IAMhaggler,AgentSmith,IAMhaggler,EnglandZimbabwe,2010,576,0.2681894,,577,-1.0,-1.0,-0.1221267,-0.10074251,"(-0.12212669484521901, -0.10074251354260369)",-0.1221267,-0.10074251,"[-0.12212669484521901, -0.10074251354260369]",,,0,1.6402689,"[[0.0, 1.0], [0.0, 1.0000000000000002]]","[[0.001736111111111111, 1.0], [0.001736111111111111, 1.0]]",0.09823996,5.8531427,5.8237143,False,True,110,4,"[110, 4]",4,110,"[4, 110]",114,0.0,0.20780729,0.123335,0.123335,1.5576247,0.0,0.18012936,0.12298237,0.12298237,1.7847222,1.0,0.85305804,0.912789,0.912789,0.9496154,1.0,0.8724078,0.9128871,0.9128871,0.9562791,162.0,5.8586907,"(0.6978932253989125, 0.8597314355945818)","(0.8125, 0.9722222222222222)",1.5576247,1.7847222,"('$10 billion', 'Reduction equal to half of fund size', 'Zimbabwe will increase tariffs on imports', 'England will increase imports', 'Creation of fund')",bf537d7e-cc66-4888-a815-7917a2fc98de,False,0
AOr,AgentSmith-AgentFSEGA,AgentSmith,AgentFSEGA,EnglandZimbabwe,2010,576,0.2681894,,577,-1.0,-1.0,-0.1221267,-0.10074251,"(-0.12212669484521901, -0.10074251354260369)",-0.1221267,-0.10074251,"[-0.12212669484521901, -0.10074251354260369]",,,0,1.6402689,"[[0.0, 1.0], [0.0, 1.0000000000000002]]","[[0.001736111111111111, 1.0], [0.001736111111111111, 1.0]]",0.09823996,7.9165583,7.863091,False,True,94,26,"[94, 26]",26,94,"[26, 94]",119,0.0,0.20780729,0.123335,0.123335,1.5576247,0.0,0.18012936,0.12298237,0.12298237,1.7847222,1.0,0.85305804,0.912789,0.912789,0.9496154,1.0,0.8724078,0.9128871,0.9128871,0.9562791,165.0,7.9235144,"(0.6978932253989125, 0.8597314355945818)","(0.8125, 0.9722222222222222)",1.5576247,1.7847222,"('$10 billion', 'Reduction equal to half of fund size', 'Zimbabwe will increase tariffs on imports', 'England will increase imports', 'Creation of fund')",0e148130-8b1b-4fc1-b8cf-15a479e568ab,False,0
AOt,AgentSmith,AgentSmith,AgentSmith,EnglandZimbabwe,2010,576,0.2681894,180.0,,-1.0,-1.0,-0.1221267,-0.10074251,"(-0.12212669484521901, -0.10074251354260369)",-0.1221267,-0.10074251,"[-0.12212669484521901, -0.10074251354260369]",,,0,1.6402689,"[[0.0, 1.0], [0.0, 1.0000000000000002]]","[[0.001736111111111111, 1.0], [0.001736111111111111, 1.0]]",0.09823996,1.8297641,1.8091402,False,True,42,41,"[42, 41]",41,42,"[41, 42]",82,0.0,0.084472306,0.0,0.0,1.606743,0.0,0.06271664,0.002455232,0.002455232,1.8611112,1.0,0.94026905,1.0,1.0,0.9795607,1.0,0.9555755,0.99826086,0.99826086,0.9972093,52.0,1.8326141,"(0.8061339805983604, 0.8006090112931925)","(0.9270833333333334, 0.9340277777777778)",1.606743,1.8611112,"('$10 billion', 'Reduction equal to half of fund size', 'Zimbabwe will increase tariffs on imports', 'England will increase imports', 'Creation of committee to discuss creation of fund')",27e46f48-9b75-4300-89c7-3f8265129f89,False,0
AOt,AgentK-AgentFSEGA,AgentK,AgentFSEGA,ItexvsCypress,2010,180,0.39556846,180.0,,-1.0,-1.0,-0.035556324,-0.038648717,"(-0.035556325341615694, -0.03864871609160702)",-0.035556324,-0.038648717,"[-0.035556325341615694, -0.03864871609160702]",,,0,1.4486197,"[[0.0, 1.0], [0.0, 0.9999999999999999]]","[[0.005555555555555556, 1.0], [0.005555555555555556, 1.0]]",0.20964402,130.40367,130.37306,False,True,26,31,"[26, 31]",31,26,"[31, 26]",57,0.0,0.08370012,0.08370012,0.08370012,1.4136631,0.0,0.10786938,0.10786938,0.10786938,1.6833333,1.0,0.9408151,0.9408151,0.9408151,0.97586906,1.0,0.9232987,0.9232987,0.9232987,0.98376626,20405.0,130.51598,"(0.8106223383014776, 0.6030407900933192)","(0.8833333333333333, 0.8)",1.4136631,1.6833333,"('$3.47', '30 days', '30 days after delivery', '5% spoilage allowed')",65e0c50b-986e-443c-8e73-6f1e9601ddce,False,0
AOt,AgentFSEGA-AgentK,AgentFSEGA,AgentK,ItexvsCypress,2010,180,0.39556846,180.0,,-1.0,-1.0,-0.035556324,-0.038648717,"(-0.035556325341615694, -0.03864871609160702)",-0.035556324,-0.038648717,"[-0.035556325341615694, -0.03864871609160702]",,,0,1.4486197,"[[0.0, 1.0], [0.0, 0.9999999999999999]]","[[0.005555555555555556, 1.0], [0.005555555555555556, 1.0]]",0.20964402,141.65836,141.61078,False,True,64,17,"[64, 17]",17,64,"[17, 64]",80,0.0,0.0,0.0,0.0,1.4486197,0.0,0.0,0.0,0.0,1.7111111,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22381.0,141.75653,"(0.771555357672274, 0.6770643082030197)","(0.8222222222222222, 0.8888888888888888)",1.4486197,1.7111111,"('$3.47', '45 days', '30 days after delivery', '5% spoilage allowed')",8c7ff5c3-7943-4306-a8cf-79ce40999e56,False,0
TAU0,AgentSmith-Yushu,AgentSmith,Yushu,EnglandZimbabwe,2010,576,0.2681894,,577,-1.0,-1.0,-0.1221267,-0.10074251,"(-0.12212669484521901, -0.10074251354260369)",-0.1221267,-0.10074251,"[-0.12212669484521901, -0.10074251354260369]",,,0,1.6402689,"[[0.0, 1.0], [0.0, 1.0000000000000002]]","[[0.001736111111111111, 1.0], [0.001736111111111111, 1.0]]",0.09823996,0.48679596,0.40071985,False,True,42,42,"[42, 42]",42,42,"[42, 42]",83,0.0,0.08402001,0.000860304,0.000860304,1.6059331,0.0,0.060265817,0.0,0.0,1.8611112,1.0,0.9405889,0.9993917,0.9993917,0.9790669,1.0,0.9573115,1.0,1.0,0.9972093,42.0,0.48963857,"(0.8061829794061371, 0.7997501037848405)","(0.9288194444444444, 0.9322916666666666)",1.6059331,1.8611112,"('$50 Billion', 'Reduction equal to fund size', 'Zimbabwe will increase tariffs on imports', 'England will increase imports', 'Creation of committee to discuss creation of fund')",22d2e2c9-869d-4512-b97b-a6485aecd4d7,False,0
TAU0,AgentSmith-IAMcrazyHaggler,AgentSmith,IAMcrazyHaggler,EnglandZimbabwe,2010,576,0.2681894,,577,-1.0,-1.0,-0.1221267,-0.10074251,"(-0.12212669484521901, -0.10074251354260369)",-0.1221267,-0.10074251,"[-0.12212669484521901, -0.10074251354260369]",,,0,1.6402689,"[[0.0, 1.0], [0.0, 1.0000000000000002]]","[[0.001736111111111111, 1.0], [0.001736111111111111, 1.0]]",0.09823996,0.15425614,0.13142358,False,True,42,42,"[42, 42]",42,42,"[42, 42]",83,0.0,0.08402001,0.000860304,0.000860304,1.6059331,0.0,0.060265817,0.0,0.0,1.8611112,1.0,0.9405889,0.9993917,0.9993917,0.9790669,1.0,0.9573115,1.0,1.0,0.9972093,42.0,0.15686579,"(0.8061829794061371, 0.7997501037848405)","(0.9288194444444444, 0.9322916666666666)",1.6059331,1.8611112,"('$50 Billion', 'Reduction equal to fund size', 'Zimbabwe will increase tariffs on imports', 'England will increase imports', 'Creation of committee to discuss creation of fund')",58873517-51a7-4b0d-8cae-d5cfaedc6994,False,0
AOr,AgentK-AgentSmith,AgentK,AgentSmith,EnglandZimbabwe,2010,576,0.2681894,,577,-1.0,-1.0,-0.1221267,-0.10074251,"(-0.12212669484521901, -0.10074251354260369)",-0.1221267,-0.10074251,"[-0.12212669484521901, -0.10074251354260369]",,,0,1.6402689,"[[0.0, 1.0], [0.0, 1.0000000000000002]]","[[0.001736111111111111, 1.0], [0.001736111111111111, 1.0]]",0.09823996,28.654617,28.378134,False,True,3,103,"[3, 103]",103,3,"[103, 3]",106,0.0,0.29536256,0.36227238,0.36227238,1.4566927,0.0,0.49885637,0.54265624,0.54265624,1.3923612,1.0,0.7911471,0.74383473,0.74383473,0.8880816,1.0,0.6466418,0.61561674,0.61561674,0.7460465,354.0,28.660378,"(0.9760411810864278, 0.4806514817994255)","(0.9982638888888888, 0.3940972222222222)",1.4566927,1.3923612,"('$10 billion', 'Reduction equal to fund size', 'Zimbabwe will reduce tariffs on imports', 'No agreement', 'Creation of committee to discuss creation of fund')",3a0d0f6a-4765-4137-b3ce-6e56dca5e2ad,False,0
TAU0,AgentSmith-AgentK,AgentSmith,AgentK,EnglandZimbabwe,2010,576,0.2681894,,577,-1.0,-1.0,-0.1221267,-0.10074251,"(-0.12212669484521901, -0.10074251354260369)",-0.1221267,-0.10074251,"[-0.12212669484521901, -0.10074251354260369]",,,0,1.6402689,"[[0.0, 1.0], [0.0, 1.0000000000000002]]","[[0.001736111111111111, 1.0], [0.001736111111111111, 1.0]]",0.09823996,0.353849,0.30163485,False,True,42,42,"[42, 42]",42,42,"[42, 42]",83,0.0,0.08402001,0.000860304,0.000860304,1.6059331,0.0,0.060265817,0.0,0.0,1.8611112,1.0,0.9405889,0.9993917,0.9993917,0.9790669,1.0,0.9573115,1.0,1.0,0.9972093,42.0,0.35790077,"(0.8061829794061371, 0.7997501037848405)","(0.9288194444444444, 0.9322916666666666)",1.6059331,1.8611112,"('$50 Billion', 'Reduction equal to fund size', 'Zimbabwe will increase tariffs on imports', 'England will increase imports', 'Creation of committee to discuss creation of fund')",7464de3a-6f5d-44f1-951c-84dfdd1a3c38,False,0
AOr,AgentSmith-Yushu,AgentSmith,Yushu,EnglandZimbabwe,2010,576,0.2681894,,577,-1.0,-1.0,-0.1221267,-0.10074251,"(-0.12212669484521901, -0.10074251354260369)",-0.1221267,-0.10074251,"[-0.12212669484521901, -0.10074251354260369]",,,0,1.6402689,"[[0.0, 1.0], [0.0, 1.0000000000000002]]","[[0.001736111111111111, 1.0], [0.001736111111111111, 1.0]]",0.09823996,27.79369,27.501404,False,True,110,2,"[110, 2]",2,110,"[2, 110]",112,0.0,0.5025519,0.4180801,0.4180801,1.438664,0.0,0.63420117,0.58380073,0.58380073,1.3489584,1.0,0.6446422,0.70437276,0.70437276,0.87709033,1.0,0.55077213,0.5864726,0.5864726,0.7227907,354.0,27.803991,"(0.43866399442847637, 1.0000000000000002)","(0.3489583333333333, 1.0)",1.438664,1.3489584,"('$100 Billion', 'No reduction', 'Zimbabwe will increase tariffs on imports', 'England will increase imports', 'Creation of fund')",ff4e91ed-46c3-4a94-bba8-54c28a00edff,False,0
TAU0,AgentSmith-AgentFSEGA,AgentSmith,AgentFSEGA,EnglandZimbabwe,2010,576,0.2681894,,577,-1.0,-1.0,-0.1221267,-0.10074251,"(-0.12212669484521901, -0.10074251354260369)",-0.1221267,-0.10074251,"[-0.12212669484521901, -0.10074251354260369]",,,0,1.6402689,"[[0.0, 1.0], [0.0, 1.0000000000000002]]","[[0.001736111111111111, 1.0], [0.001736111111111111, 1.0]]",0.09823996,2.745309,2.7051232,False,True,42,42,"[42, 42]",42,42,"[42, 42]",83,0.0,0.08402001,0.000860304,0.000860304,1.6059331,0.0,0.060265817,0.0,0.0,1.8611112,1.0,0.9405889,0.9993917,0.9993917,0.9790669,1.0,0.9573115,1.0,1.0,0.9972093,42.0,2.7507956,"(0.8061829794061371, 0.7997501037848405)","(0.9288194444444444, 0.9322916666666666)",1.6059331,1.8611112,"('$50 Billion', 'Reduction equal to fund size', 'Zimbabwe will increase tariffs on imports', 'England will increase imports', 'Creation of committee to discuss creation of fund')",9678e7b6-334b-4bd5-9805-edc6470a3d5f,False,0
AOr,AgentSmith-Nozomi,AgentSmith,Nozomi,EnglandZimbabwe,2010,576,0.2681894,,577,-1.0,-1.0,-0.1221267,-0.10074251,"(-0.12212669484521901, -0.10074251354260369)",-0.1221267,-0.10074251,"[-0.12212669484521901, -0.10074251354260369]",,,0,1.6402689,"[[0.0, 1.0], [0.0, 1.0000000000000002]]","[[0.001736111111111111, 1.0], [0.001736111111111111, 1.0]]",0.09823996,27.52056,27.384233,False,True,107,4,"[107, 4]",4,107,"[4, 107]",111,0.0,0.5025519,0.4180801,0.4180801,1.438664,0.0,0.63420117,0.58380073,0.58380073,1.3489584,1.0,0.6446422,0.70437276,0.70437276,0.87709033,1.0,0.55077213,0.5864726,0.5864726,0.7227907,354.0,27.530693,"(0.43866399442847637, 1.0000000000000002)","(0.3489583333333333, 1.0)",1.438664,1.3489584,"('$100 Billion', 'No reduction', 'Zimbabwe will increase tariffs on imports', 'England will increase imports', 'Creation of fund')",14d71914-cd38-46e4-a197-91174ee49bbf,False,0
AOr,AgentSmith-AgentK,AgentSmith,AgentK,EnglandZimbabwe,2010,576,0.2681894,,577,-1.0,-1.0,-0.1221267,-0.10074251,"(-0.12212669484521901, -0.10074251354260369)",-0.1221267,-0.10074251,"[-0.12212669484521901, -0.10074251354260369]",,,0,1.6402689,"[[0.0, 1.0], [0.0, 1.0000000000000002]]","[[0.001736111111111111, 1.0], [0.001736111111111111, 1.0]]",0.09823996,28.046083,27.90215,False,True,110,3,"[110, 3]",3,110,"[3, 110]",113,0.0,0.4185334,0.33406132,0.33406132,1.4729998,0.0,0.5009064,0.44931415,0.44931415,1.4826388,1.0,0.70405215,0.763783,0.763783,0.89802337,1.0,0.6451897,0.6817344,0.6817344,0.79441863,354.0,28.058624,"(0.512708489502411, 0.9602913705306029)","(0.484375, 0.9982638888888888)",1.4729998,1.4826388,"('$50 Billion', 'No reduction', 'Zimbabwe will increase tariffs on imports', 'England will increase imports', 'Creation of fund')",409e403a-6188-47cc-b63a-ab1ac1b28711,False,0
TAU0,AgentSmith-Nozomi,AgentSmith,Nozomi,EnglandZimbabwe,2010,576,0.2681894,,577,-1.0,-1.0,-0.1221267,-0.10074251,"(-0.12212669484521901, -0.10074251354260369)",-0.1221267,-0.10074251,"[-0.12212669484521901, -0.10074251354260369]",,,0,1.6402689,"[[0.0, 1.0], [0.0, 1.0000000000000002]]","[[0.001736111111111111, 1.0], [0.001736111111111111, 1.0]]",0.09823996,0.68412876,0.5525221,False,True,42,42,"[42, 42]",42,42,"[42, 42]",83,0.0,0.08402001,0.000860304,0.000860304,1.6059331,0.0,0.060265817,0.0,0.0,1.8611112,1.0,0.9405889,0.9993917,0.9993917,0.9790669,1.0,0.9573115,1.0,1.0,0.9972093,42.0,0.688051,"(0.8061829794061371, 0.7997501037848405)","(0.9288194444444444, 0.9322916666666666)",1.6059331,1.8611112,"('$50 Billion', 'Reduction equal to fund size', 'Zimbabwe will increase tariffs on imports', 'England will increase imports', 'Creation of committee to discuss creation of fund')",44637ce4-c046-4464-acc2-a436d2b3446a,False,0
TAU0,AgentSmith-IAMhaggler,AgentSmith,IAMhaggler,EnglandZimbabwe,2010,576,0.2681894,,577,-1.0,-1.0,-0.1221267,-0.10074251,"(-0.12212669484521901, -0.10074251354260369)",-0.1221267,-0.10074251,"[-0.12212669484521901, -0.10074251354260369]",,,0,1.6402689,"[[0.0, 1.0], [0.0, 1.0000000000000002]]","[[0.001736111111111111, 1.0], [0.001736111111111111, 1.0]]",0.09823996,0.6579471,0.6339494,False,True,42,42,"[42, 42]",42,42,"[42, 42]",83,0.0,0.08402001,0.000860304,0.000860304,1.6059331,0.0,0.060265817,0.0,0.0,1.8611112,1.0,0.9405889,0.9993917,0.9993917,0.9790669,1.0,0.9573115,1.0,1.0,0.9972093,42.0,0.66129655,"(0.8061829794061371, 0.7997501037848405)","(0.9288194444444444, 0.9322916666666666)",1.6059331,1.8611112,"('$50 Billion', 'Reduction equal to fund size', 'Zimbabwe will increase tariffs on imports', 'England will increase imports', 'Creation of committee to discuss creation of fund')",bb17bee1-3aad-4996-8230-8cba0f6c40d8,False,0
AOr,AgentSmith-IAMcrazyHaggler,AgentSmith,IAMcrazyHaggler,EnglandZimbabwe,2010,576,0.2681894,,577,-1.0,-1.0,-0.1221267,-0.10074251,"(-0.12212669484521901, -0.10074251354260369)",-0.1221267,-0.10074251,"[-0.12212669484521901, -0.10074251354260369]",,,0,1.6402689,"[[0.0, 1.0], [0.0, 1.0000000000000002]]","[[0.001736111111111111, 1.0], [0.001736111111111111, 1.0]]",0.09823996,29.462795,29.447517,False,True,98,7,"[98, 7]",7,98,"[7, 98]",105,0.0,0.5025519,0.4180801,0.4180801,1.438664,0.0,0.63420117,0.58380073,0.58380073,1.3489584,1.0,0.6446422,0.70437276,0.70437276,0.87709033,1.0,0.55077213,0.5864726,0.5864726,0.7227907,354.0,29.47692,"(0.43866399442847637, 1.0000000000000002)","(0.3489583333333333, 1.0)",1.438664,1.3489584,"('$100 Billion', 'No reduction', 'Zimbabwe will increase tariffs on imports', 'England will increase imports', 'Creation of fund')",eda0b3bc-aacb-4663-b0aa-388e9e4cc725,False,0
TAU0,AgentSmith,AgentSmith,AgentSmith,EnglandZimbabwe,2010,576,0.2681894,,577,-1.0,-1.0,-0.1221267,-0.10074251,"(-0.12212669484521901, -0.10074251354260369)",-0.1221267,-0.10074251,"[-0.12212669484521901, -0.10074251354260369]",,,0,1.6402689,"[[0.0, 1.0], [0.0, 1.0000000000000002]]","[[0.001736111111111111, 1.0], [0.001736111111111111, 1.0]]",0.09823996,1.8660246,1.8454684,False,True,48,48,"[48, 48]",48,48,"[48, 48]",95,0.0,0.08402001,0.000860304,0.000860304,1.6059331,0.0,0.060265817,0.0,0.0,1.8611112,1.0,0.9405889,0.9993917,0.9993917,0.9790669,1.0,0.9573115,1.0,1.0,0.9972093,48.0,1.868523,"(0.8061829794061371, 0.7997501037848405)","(0.9288194444444444, 0.9322916666666666)",1.6059331,1.8611112,"('$50 Billion', 'Reduction equal to fund size', 'Zimbabwe will increase tariffs on imports', 'England will increase imports', 'Creation of committee to discuss creation of fund')",4a2e2141-abac-4be5-a712-95c438ba82ef,False,0
AOr,IAMcrazyHaggler,IAMcrazyHaggler,IAMcrazyHaggler,EnglandZimbabwe,2010,576,0.2681894,,577,-1.0,-1.0,-0.1221267,-0.10074251,"(-0.12212669484521901, -0.10074251354260369)",-0.1221267,-0.10074251,"[-0.12212669484521901, -0.10074251354260369]",,,0,1.6402689,"[[0.0, 1.0], [0.0, 1.0000000000000002]]","[[0.001736111111111111, 1.0], [0.001736111111111111, 1.0]]",0.09823996,1.3335773,1.2788644,False,False,14,7,"[14, 7]",7,14,"[7, 14]",21,1.2116995,1.3212354,1.2938712,1.2938712,-0.2228692,1.0155582,1.3209479,1.3160065,1.3160065,0.0,0.14319906,0.065745495,0.085094966,0.085094966,0.0,0.28064302,0.064324394,0.06782447,0.06782447,0.0,577.0,1.3441029,"(-0.12212669484521901, -0.10074251354260369)","(0.0, 0.0)",-0.2228692,0.0,,7071133d-fee6-499d-8857-dea4591d6312,False,0
